"20_CAM_01" "20_CAM_02" "20_CAM_03" "20_CAM_04" "20_CAM_05" "21_CAM_01" "21_CAM_02" "21_CAM_03" "21_CAM_04" "21_CAM_05" "21_CAM_06" "21_CAM_07" "21_CAM_08" "21_CAM_09" "21_CAM_10" "21_CAM_11" "21_CAM_12" "21_CAM_13" "21_CAM_16" "21_CAM_17" "21_CAM_18" "22_CAM_01" "22_CAM_02" "22_CAM_03" "22_CAM_04" "22_CAM_05" "22_CAM_06" "22_CAM_07" "22_CAM_08" "22_CAM_09" "22_CAM_10" "22_CAM_11" "22_CAM_12" "22_CAM_13" "22_CAM_14" "22_CAM_15" "22_CAM_16" "22_CAM_17" "22_CAM_18" "22_CAM_19" "22_CAM_20" "22_CAM_21"
"Dioszegia_crocea" 0 3 0 0 0 10 1 0 0 0 0 0 6 31 5 0 1 1 0 0 0 0 0 0 4 0 0 0 21 10 0 1 1 1 10 0 0 0 0 0 0 0
"Dioszegia_fristingensis" 0 0 0 0 0 0 2 3 0 0 0 0 60 6 0 0 0 0 0 0 0 0 0 0 1 1 0 0 9 7 0 0 0 0 0 0 0 0 0 0 0 0
"Dioszegia_hungarica" 0 0 1 2 15 169 17 3 2 23 19 1 436 773 8 1 50 33 6676 9 1 0 6 5 3 1 1 1 348 137 0 7 68 2 8 0 0 0 0 2 7 0
"Dioszegia_kandeliae" 2 12 6 0 1 6 1 2 66 3 8 20 0 0 1 2 0 0 2 0 0 2 6 7 11 8 33 1 0 0 0 1 0 0 0 0 0 9 2 2 4 0
"Dioszegia_maotaiensis" 0 0 0 0 0 0 0 1 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 6 0 0 0 0 0 0 0 0 0 2 0 0 0 6 0
"Dioszegia_ovata" 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Dioszegia_patagonica" 0 0 0 0 0 1 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"Dioszegia_statzelliae" 0 0 0 0 0 6 1 2 0 3 4 0 46 34 4 0 0 0 10 0 0 0 0 1 3 17 41 0 340 72 0 0 0 0 0 12 8 49 0 0 8 3
"Dioszegia_takashimae" 1 0 1 41 251 2 0 0 1 19 3 0 0 0 0 0 0 0 18 197 0 0 0 0 1 0 1 0 1 2 0 0 1 1 2 0 0 1 0 0 0 0
"Diplochorella_colensoi" 0 0 0 0 0 1 62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 150 156 0 295 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Diplodia_pseudoseriata" 11 0 0 2 1 0 0 1 0 0 2 2 2 1 0 1 4 0 0 0 0 0 0 128 30 1 0 2 1 1 0 1 0 0 5 0 0 0 0 0 0 2
"Dipodascus_tetrasporeus" 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Discosia_ravennica" 0 0 0 1 0 0 1 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Dissoconium_proteae" 1554 124 67 1369 921 268 47 85 25 16 125 26 714 695 151 15 720 85 0 11 12 0 3 13 43 0 0 17 281 79 0 87 4 3 10 0 0 0 1 2 0 0
"Dlhawksworthia_clematidicola" 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 2 0 21 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"Dothidotthia_symphoricarpi" 0 0 0 0 0 4 0 1 0 2 1 0 0 4 0 0 0 1 17 0 4 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0
"Dothiora_agapanthi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 64 374 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Dothiora_buxi" 3 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"Dothiorella_iranica" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0
"Dothiorella_uruguayensis" 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Efibula_americana" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 77 0 2 0 0 0 0 0 0 0
"Elsinoe_batatas" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Elsinoe_leucopogonis" 1 5 6 24 67 0 0 0 2 0 36 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
"Elsinoe_othonnae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Elsinoe_proteae" 0 0 0 0 0 8 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Endoconidioma_euphorbiae" 0 0 0 0 0 0 0 1 2 0 0 1 5 0 0 0 6 0 15947 0 0 0 0 0 1 2 0 0 1 1 0 0 1 1 1 0 0 0 0 0 0 6
"Endoconidiophora_laricicola" 0 0 0 0 0 0 0 0 368 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 1
"Enterocarpus_grenotii" 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3 0 1 0 9 0 0 0 1 0 0 0 0 0 0 0 0 0 0 20
"Entomocorticium_cobbii" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0
"Entyloma_cosmi" 2 1 0 0 1 16 3 0 0 0 0 0 6 22 3 0 27 1 0 0 0 3 3 0 10 0 2 1 6 0 0 0 0 0 0 0 9 0 0 0 0 0
"Entyloma_magnusii" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 47 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Entyloma_microsporum" 1 0 8 6 51 8 1 0 0 0 5 0 10 28 12 0 141 26 0 0 0 0 0 0 1 0 0 0 67 4 0 0 0 1 0 0 0 0 0 0 0 0
"Epichloe_baconii" 0 0 0 196 0 12 22 0 0 0 6 0 39 2 43 46 2229 899 0 0 0 0 0 0 0 0 0 133 0 0 0 9 0 0 2 0 0 0 0 0 0 0
"Epichloe_siegelii" 0 12 10 116 124 0 0 0 0 0 0 2 4 4 0 0 3185 23 0 0 0 0 0 11 25 0 25 0 0 14462 0 0 0 0 0 0 0 0 0 0 0 0
"Epicoccum_phragmosporum" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 3 1 1 1 0 0 2 0 0 0 2 0 0 0
"Epicoccum_rhynchosporae" 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"Epicoccum_thailandicum" 0 1 0 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"Eremothecium_gossypii" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 112 0 0 0 0 0 0 0
"Eriospora_leucostoma" 0 0 0 0 0 109 256 0 0 0 0 7 0 0 0 0 11 0 0 0 0 9 790 9 19 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Erysiphe_epigena" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Erysiphe_magnoliicola" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 0 0 0 0 0 0 0 0 0 0 0 116 5920 0 0 0 0 0 0 0 0
"Erysiphe_patagoniaca" 2 0 0 0 0 0 0 0 2825 0 0 89 0 0 0 0 0 0 0 277 0 0 0 0 0 139 3 11 0 0 0 0 0 0 0 0 16 32 0 1 9 29
"Erythrobasidium_proteacearum" 4 1 15 6 54 19 13 274 86 8 166 44 18 48 0 1 746 141 907 176 28 4 16 14 17 47 15 1 0 0 0 0 59 43 48 0 0 5 1 2 16 0
"Eupenidiella_venezuelensis" 0 11 0 0 0 23 31 0 1584 0 0 0 0 0 0 0 0 0 778 70 0 0 0 0 0 16983 151 0 0 0 0 0 7 3 1 3 1400 2919 0 0 0 0
"Eutiarosporella_dactylidis" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 30 0 0 1 10 1 2 0 0 0 0 0 0 0 0 0 0 0 63 801 8933 0 0 0 0 0 0 0
"Eutypa_lata" 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Exophiala_cancerae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Exophiala_crusticola" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"Exophiala_prostantherae" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Exophiala_radicis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0
"Exophiala_salmonis" 0 0 0 2 24 3 0 0 2 0 0 1 0 0 0 14 15 3 0 0 0 0 5 3 10 1 0 0 1 0 3 7 1 0 1 0 0 2 0 10 10 0
"Exosporium_stylobatum" 0 0 5 6 14 5 3 4 2 0 5 3 6 9 0 0 10 2 7 0 0 3 0 3 1 20 5 2 3 3 0 0 1 0 0 1 1 18 2 1 1 0
"Exserohilum_gedarefense" 0 0 139 0 0 0 0 1 34 1 0 0 0 0 0 30 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 96 0 0 0 0 0 0 0 0 0 0
"Extremopsis_radicicola" 7 7 0 1134 1327 29 28 59 5 24 131 4 0 4 0 6 18719 7598 545 27746 1 2 10 161 112 7 0 36 1 0 0 1 1405 394 1482 36 1 6 0 2 3 2
"Farysia_acheniorum" 0 0 0 1 0 3 1 0 0 0 0 0 9 266 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"Farysia_setubalensis" 0 0 2 6 62 0 2 0 0 0 0 0 0 0 0 0 54 7 6 136 0 0 5 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"Fasciatispora_cocoes" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 17 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Fibulobasidium_murrhardtense" 0 0 0 2 51 0 0 0 0 0 0 0 0 0 0 0 5 4 0 249 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Filobasidium_chernovii" 63 104 554 1 32 546 255 1449 65 253 71 37 1852 3679 823 3 94 19 837 36 44 1236 1629 313 656 134 48 42 1584 1105 20 48 259 195 1331 0 0 18 22 22 2 9
"Filobasidium_globosporum" 4 5 17 0 1 21 9 7 1 4 2 1 7 16 6 1 1 0 23 0 0 5 3 2 10 1 0 1 135 79 0 0 18 19 25 0 0 0 1 0 0 0
"Filobasidium_globosum" 0 0 0 0 0 0 6 2 0 0 0 0 0 8 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"Filobasidium_magnum" 12 17 91 5 25 959 108 66 58 1160 885 29 196 503 71 43 67 12 9567 84 1062 73 60 19 97 59 127 3 416 259 2 45 2350 1437 406 2 6 26 27 5 11 4
"Filobasidium_mali" 0 0 0 0 0 0 0 0 0 0 4 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Filobasidium_mucilaginum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Filobasidium_oeirense" 24 53 391 3 36 287 174 169 259 1468 188 195 1023 2162 209 40 168 19 613 129 564 36 33 88 96 101 73 11 1982 1540 26 70 240 250 506 0 9 83 147 26 4 0
"Filobasidium_wieringae" 9 0 1 1 1 3 3 4 3 6 15 0 62 432 89 0 5 0 45 0 2 1 2 0 0 2 0 0 33 48 0 4 3 6 65 0 0 5 0 0 0 0
"Flagelloscypha_eruciformis" 0 0 435 0 54 0 0 0 1 0 0 13 0 0 0 0 0 0 201 2 0 0 0 0 0 777 141 0 0 0 0 0 0 2 0 6 2257 814 0 0 0 0
"Flexuomyces_asteliae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Foliophoma_camporesii" 0 0 0 0 0 1 0 1 0 0 0 0 0 3 0 0 1 1 3173 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0
"Fomes_fomentarius" 0 0 0 0 0 2 0 0 0 0 0 0 5 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"Fominiella_skii" 0 0 0 0 0 0 1 2 0 0 1 0 0 0 0 0 0 0 160 4 0 0 0 1 0 4 4 0 0 0 0 0 3 8 2 3 0 0 0 0 0 0
"Fonsecazyma_mujuensis" 0 0 1 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Funiliomyces_biseptatus" 0 0 0 3 63 0 0 0 0 0 0 0 0 0 0 0 130 6 0 649 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Furfurella_luteostiolata" 0 0 0 1 0 8 0 0 0 3 0 0 0 0 3 0 0 0 0 0 0 0 0 166 42 0 3 0 0 0 0 0 0 0 1 0 0 0 0 0 0 3
"Fusarium_algeriense" 0 0 0 1 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Fusarium_brachygibbosum" 0 0 0 0 0 0 0 0 352 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Fusarium_graminearum" 0 2 0 1 0 0 4 0 13 138 102 4 0 0 38 59 0 0 0 0 4 0 20 0 4 0 0 0 1 0 41 0 0 0 0 0 1 363 142 1 26 4
"Fusarium_heterosporum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24489 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Fusarium_hostae" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 17 0 0 57 78 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Fusarium_kyushuense" 111 12 0 2039 899 0 1 0 0 0 308 0 0 0 117 496 756 3492 0 0 0 0 0 0 0 0 0 0 878 550 2 14 0 0 0 0 0 0 117 0 0 7
"Fusarium_langsethiae" 0 6 0 2 1 0 0 0 0 2 4402 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15
"Fusarium_oxysporum" 0 0 0 0 0 7 75 0 0 0 0 0 0 0 0 0 0 0 1 0 0 20 107 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"Fusarium_poae" 1 4 0 1113 1092 1 1 0 0 0 707 0 0 0 1 907 72 125 0 267 0 0 0 0 0 0 0 0 563 437 5 0 0 0 0 0 0 0 0 0 0 0
"Fusarium_polyphialidicum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Fusarium_proliferatum" 0 0 0 0 0 0 4 0 0 9 2 0 0 0 0 0 0 0 0 0 367 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 0 0 1 1 0 114
"Fusarium_pseudograminearum" 124 1482 89 1098 3285 0 0 0 1579 4 3502 3195 0 0 237 19 0 795 2 1549 0 0 0 0 8 0 2 5 0 0 0 374 123 53 574 0 0 70 125 360 798 505
"Fusarium_robustum" 61 0 0 359 61 0 0 0 0 0 14 0 0 0 136 27 28 82 0 0 1195 0 0 0 0 0 1 0 5 1 0 0 0 0 0 0 0 0 143 0 0 0
"Fusarium_tricinctum" 645 765 41 420 92 21 30 127 9 26 1 14 0 5 332 1 7 23 1467 3 0 1128 1430 4391 2021 41 22434 0 4 1 224 36 673 55 349 0 11 31 1822 86 1 4
"Fusarium_venenatum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 12 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Fusarium_verticillioides" 0 37 341 0 0 7 3 0 8 27 8166 36 42 48 12 173 0 0 0 0 776 0 0 0 0 0 0 0 7 41 0 1326 0 0 0 0 13 20 156 0 10 0
"Fuscohilum_sicilianum" 0 0 0 0 0 0 0 14 125 0 0 0 0 0 0 0 0 0 198 0 0 0 0 0 0 0 0 0 0 0 0 0 30 2 8 16 91 46 0 0 1 0
"Fusicladium_proteae" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"Fusicolla_aquaeductuum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 50
"Gaeumannomycella_caricicola" 0 0 0 34 7 0 0 0 0 0 0 0 0 0 0 0 132 39 0 0 0 1 23 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Gaeumannomyces_fusiformis" 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41 66 0 0 0 0 0 0 0
"Gaeumannomyces_oryzicola" 0 0 0 0 0 4 0 0 0 0 0 0 29 10 19 54 0 0 0 1054 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ganoderma_lobatum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Genolevuria_amylolytica" 0 0 0 10 26 1 9 19 1 2 243 1 1 2 0 1 779 232 6 0 0 14 14 4 1 0 0 0 4 0 0 0 0 0 1 0 0 8 0 0 0 0
"Genolevuria_armeniaca" 0 0 0 2 100 2 1 1 0 0 0 0 0 0 0 0 218 60 20 1 0 0 50 297 240 11 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0
"Geosmithia_rufescens" 0 0 0 4 2 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Geranomyces_tanneri" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0
"Gibellulopsis_simonii" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
"Gigaspora_margarita" 0 0 0 0 0 0 0 0 2 0 106 73 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 4
"Globobotrys_sansevieriicola" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Gnomoniopsis_comari" 0 0 0 0 0 0 1 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Golovinomyces_asterum" 0 0 0 0 0 0 0 0 0 0 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Golovinomyces_cichoracearum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Golovinomyces_sordidus" 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Gonatophragmium_triuniae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
"Gremmenia_infestans" 0 0 0 2 8 0 0 0 0 0 0 0 0 0 0 0 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Gremmeniella_laricina" 0 0 0 342 3374 0 0 0 1 2 0 0 0 0 0 0 0 0 0 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Guttulispora_crataegi" 1 0 0 0 1 24 1 3 3 0 0 1 0 4 0 0 0 4 13 0 0 0 3 3 2 10 2 1 0 0 0 0 2 3 1 0 0 13 0 0 2 0
"Gyoerffyella_entomobryoides" 0 0 0 0 0 380 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 177 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Gyrographa_gyrocarpa" 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Gyrothrix_encephalarti" 10 4 4 6 21 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 1 0 9 0 0 0 0 0 0 0 0 29 24 0 0 0 0
"Halobyssothecium_carbonneanum" 0 0 0 0 0 0 1 0 0 7187 209 0 0 0 0 0 0 0 15 0 382 0 0 0 0 0 5 1 0 0 0 0 0 0 0 0 0 0 0 0 863 5745
"Halosarpheia_japonica" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0
"Hannaella_luteola" 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Hannaella_sinensis" 0 0 0 0 0 0 0 0 1 0 29 3 0 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"Hannaella_surugaensis" 1 0 0 4 3 10 4 12 0 0 0 1 17 36 3 6 0 1 0 0 0 0 14 3 0 2 1 2 9 7 0 0 0 0 1 0 0 0 0 0 0 0
"Hannaella_taiwanensis" 0 0 0 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"Hannaella_xanthorrhoeae" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Helicoma_isiola" 1 0 17 485 378 7 10 106 4 6 24 0 0 0 0 0 605 1063 15 701 0 0 7 28 14 18 3 24 0 0 0 0 1 2 217 0 2 4 0 0 0 0
"Helicosporium_setiferum" 1 3 17 403 747 29 0 441 0 0 0 1 0 0 0 0 324 763 20 162 0 0 0 8 60 0 0 5 0 0 0 0 7 6 3 0 0 0 0 4 0 0
"Helvella_floriforma" 1 0 3 12 0 25 18 1 3 0 0 0 83 0 40 5 19 0 0 0 0 0 6 35 118 3 33 6 0 0 0 0 0 0 0 0 4 0 0 102 0 0
"Herpotrichia_striatispora" 0 0 0 0 0 4 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1231 99 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Heterocephalacria_gelida" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"Heterodermia_casarettiana" 0 0 1 0 0 2 0 9 1 0 0 0 0 0 0 0 1 4 6 3 0 1 0 0 0 0 0 0 7 0 0 0 1 1 3 1 0 2 0 0 0 0
"Heterotruncatella_spadicea" 0 0 0 0 0 0 0 1291 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
"Hippopotamyces_phragmitis" 0 0 0 0 32 0 0 0 0 0 0 0 0 0 0 0 4 98 0 221 0 0 0 5 0 0 0 0 0 0 0 0 53 8 40 0 0 0 0 0 0 0
"Hirsutella_necatrix" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Homophron_spadiceum" 174 174 124 876 12221 3593 223 979 535 478 660 2918 1786 956 218 46 8491 4120 5618 9269 373 35 641 239 655 6055 4613 85 59 68 12 739 376 101 61671 56 471 218 1 46 62 2638
"Hongkongmyces_pedis" 14 13 38 9404 3187 125 81 969 126 2951 4145 28 8 3 8 19 7230 7351 130 10003 1281 0 52 1099 118 73 39 26 18 7 0 82 169 620 528 16 12 99 30 8 5047 3844
"Hyalorbilia_rotifera" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Hydeomyces_desertipleosporoides" 0 0 0 0 0 0 0 0 0 0 0 0 7 13 0 0 0 0 1 0 0 0 0 0 0 0 41 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"Hymenochaete_cinnamomea" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Hymenopleella_hippophaeicola" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 294 0 0 0 0 0 0 0
