"20_CAM_01" "20_CAM_02" "20_CAM_03" "20_CAM_04" "20_CAM_05" "21_CAM_01" "21_CAM_02" "21_CAM_03" "21_CAM_04" "21_CAM_05" "21_CAM_06" "21_CAM_07" "21_CAM_08" "21_CAM_09" "21_CAM_10" "21_CAM_11" "21_CAM_12" "21_CAM_13" "21_CAM_16" "21_CAM_17" "21_CAM_18" "22_CAM_01" "22_CAM_02" "22_CAM_03" "22_CAM_04" "22_CAM_05" "22_CAM_06" "22_CAM_07" "22_CAM_08" "22_CAM_09" "22_CAM_10" "22_CAM_11" "22_CAM_12" "22_CAM_13" "22_CAM_14" "22_CAM_15" "22_CAM_16" "22_CAM_17" "22_CAM_18" "22_CAM_19" "22_CAM_20" "22_CAM_21"
"Nectriella_atrorubra" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0
"Nectriopsis_lindauiana" 0 0 0 0 0 0 2 0 0 0 0 0 1 2 1 0 0 0 2 0 0 0 1 5 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Neoascochyta_europaea" 0 0 0 0 8 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
"Neoascochyta_exitialis" 0 0 0 0 0 1 0 0 0 0 0 0 3 4 0 0 0 0 0 0 0 0 0 1 3 0 0 0 7 3 0 0 0 0 1 0 0 0 0 0 0 0
"Neoascochyta_graminicola" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 49 0 0 0 0 0 0 0 0 0 0 0 0 0
"Neoascochyta_paspali" 5 1 0 3888 5 0 0 0 0 3239 63 0 0 4 0 29 0 2 0 0 0 0 4 0 9 0 0 0 40 6 0 595 1 0 0 0 0 0 0 0 0 0
"Neoascochyta_rosicola" 0 0 0 0 3 25 10 3 0 0 1 0 0 0 2 14 0 0 0 0 0 430 17 34 362 0 0 0 1 0 1 4 0 0 0 0 0 0 0 0 0 0
"Neoascochyta_tardicrescens" 414 447 3 21213 14116 2 124 50 285 7 51 632 1 9 5 3660 214 71 0 1187 0 75 1524 3799 2453 60 9 85 37 0 915 372 0 0 0 0 3 0 55 59 0 0
"Neoascochyta_triticicola" 0 0 0 3 1 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 274 14 120 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Neocamarosporium_aestuarinum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 796 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Neocamarosporium_betae" 1 1 5 1 5 0 0 11 291 587 28 39 0 0 0 0 0 0 10 0 33 0 0 1 12 13 10 1 0 0 0 2 0 1 0 56 53 126 0 0 3 25
"Neocamarosporium_endophyticum" 0 0 0 0 139 0 1 0 2 2 0 14 0 0 0 0 0 0 0 0 0 0 0 64 4478 61561 126570 0 0 0 0 0 0 0 0 2 1358 7213 0 0 1 8
"Neocamarosporium_leipoldtiae" 1 1 0 5 5 0 0 95 6 4 4 40 0 0 0 0 0 0 2 0 14 0 0 5 21 0 2 0 0 0 1 0 1 3 0 6157 69 82 0 1 8 13
"Neocatenulostroma_microsporum" 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 11 4 0 0 0 0 0 2 0 0 0 0 0 0 1 0 1 2 0 0 0 0 1 1
"Neocelosporium_eucalypti" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Neocladophialophora_quercina" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0
"Neocladosporium_leucadendri" 0 0 0 0 0 0 0 493 0 0 0 0 0 0 0 0 0 0 69 3387 0 0 0 0 0 2 0 0 0 0 0 0 32 30 419 3 0 1 0 0 0 0
"Neocladosporium_syringae" 0 0 0 0 0 6 1 0 12 0 0 0 0 0 0 1 0 0 7623 8 1 0 0 47 0 0 0 7 0 0 0 0 607 100 1649 0 0 4 2 0 1 0
"Neocrinula_xanthorrhoeae" 0 0 0 0 0 2 2 0 0 0 0 0 7 14 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0
"Neocucurbitaria_irregularis" 0 0 0 1 0 10 0 0 0 0 0 0 98 25 2 17 0 0 5 0 0 0 0 0 0 0 0 0 5 13 56 46 0 0 0 0 0 0 0 0 0 0
"Neocucurbitaria_ribicola" 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 44 14 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"Neocucurbitaria_salicis-albae" 0 0 0 0 0 2 0 0 0 0 0 0 7 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"Neodendryphiella_mali" 0 0 0 0 0 24 0 0 0 0 9 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 1 0 0
"Neodevriesia_fraserae" 0 0 0 3 1 3 0 499 29 16 4 0 3 13 1 0 0 0 45 0 12 0 2 19 39 657 411 1 1 0 0 0 16 1 1 2954 5 20 0 0 9 5
"Neodevriesia_hilliana" 2 0 10 31 72 24 11 119 30 2 1041 40 8 2 2 3 24 14 65 456 8 2 7 108 40 122 4 5 0 1 0 2 51 53 12 0 7 33 0 2 0 0
"Neodevriesia_kalakoutskii" 13 11 61 5677 36234 65 40 1566 313 337 4159 342 8 24 16 26 930 220 385 259719 49 16 5 105 188 339 622 32 3 3 1 9 1386 389 80 246159 798 287 16 29 26 32
"Neodevriesia_knoxdaviesii" 0 0 0 0 65 1 1 10 37 5 7 11 2 4 0 0 0 0 15 4 0 0 0 60 52 15 16 0 0 0 0 0 1 7 0 421 0 0 0 0 2 1
"Neodevriesia_metrosideri" 0 0 0 0 0 0 0 5 3 3 53 0 0 0 0 0 0 0 9 0 0 1 0 1 11 20 32 0 0 0 0 0 0 1 0 31 1 3 0 0 0 1
"Neodevriesia_poagena" 0 0 0 0 7 13 38 2 0 0 0 38 0 413 0 1 481 164 0 0 0 0 0 0 3 9 0 1 0 8 0 0 2 2 0 0 0 0 0 1 0 0
"Neodevriesia_sexualis" 1150 69 772 196 921 18085 6204 760 18524 12140 30904 9769 2 0 6 3044 545 332 548 346 275 1364 1208 3475 2118 2766 828 10147 0 0 13 584 99 61 21802 116 611 3528 192 699 52758 19781
"Neodevriesia_strelitziicola" 139 10 44 109 937 40 102 354 2135 159 2096 1992 1 3 7 211 30 19 113 858 7 5 8 21 38 881 550 1843 1 2 0 1 357 80 6 5 250 199 35 48 2 5
"Neodevriesia_xanthorrhoeae" 0 0 0 55 403 7 0 0 7 1 264 2 0 0 0 2 0 2 0 1120 0 0 0 1 1 0 0 3 0 0 0 0 1 3 10 11 0 1 0 0 0 0
"Neoerysiphe_geranii" 0 0 0 55 0 13 0 2739 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 402 406 131 0 0 0 0 0 0 0
"Neoerysiphe_joerstadii" 0 0 0 0 0 686 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"Neofabraea_actinidiae" 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 9 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Neofitzroyomyces_nerii" 23 0 4 13 198 24 19 8 9 0 1200 9 2 2 0 22 2275 297 0 0 0 10 111 15 109 4 1 117 0 0 0 1 0 0 1 0 0 0 27 1 0 0
"Neofusicoccum_parvum" 0 0 0 1 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"Neometulocladosporiella_eucalypti" 0 0 0 0 0 0 1 1 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Neomycosphaerella_pseudopentameridis" 0 0 0 0 0 47 27 0 0 0 0 0 116 526 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 85 0 0 0 0 0 0 0 0 0 0 0 0
"Neomyrmecridium_sorbicola" 0 0 0 140 144 0 0 0 0 0 0 0 0 0 0 0 1611 5 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Neonectria_major" 0 0 0 121 185 2 0 1 0 0 0 0 0 0 0 0 306 166 0 6 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Neophaeomoniella_niveniae" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Neophaeotheca_salicorniae" 0 0 0 0 2 0 1 182 12 25 0 1 0 0 0 0 3 0 121 46 222 1 0 3 51 3286 3084 1 0 0 0 0 15 23 6 2356 13 76 0 0 10 10
"Neopseudolachnella_acutispora" 0 0 0 7 14 0 0 0 0 0 0 0 0 0 0 0 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Neoschizothecium_carpinicola" 22 11 24 168 99 113 525 111 6 0 15 16 603 598 13 220 16 148 2 68 8 211 425 231 430 98 354 81 16 27 274 65 1 0 8 0 2 7 2 9 11 109
"Neosetophoma_guiyangensis" 0 0 0 0 0 45 21 0 0 0 0 0 71 737 1 4 0 0 0 0 0 0 0 0 0 0 0 0 6 14 0 2 0 0 1 0 0 0 0 0 0 0
"Neosetophoma_phragmitis" 5 1 12 0 75 58 37 648 0 0 0 103 258 888 164 1 5 1 0 0 0 49 225 3 8 4 460 0 1992 606 733 2 1 0 0 0 11 1 102 268 0 0
"Neosetophoma_xingrensis" 0 0 2 0 38 358 67 1 153 561 2179 1365 5 7 43 118 255 361 0 2 0 8 1 289 476 61 46 8 6 9 0 56 31 3 10 0 3 27 78 715 0 2
"Neostagonospora_arrhenatheri" 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 8 0 0 0 0 3 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0
"Neostagonospora_caricis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"Neostagonospora_elegiae" 0 0 0 0 0 0 0 0 0 0 84 0 0 0 0 0 9 80 15 16 1 0 0 0 2 0 0 0 0 0 0 0 630 3185 1279 0 0 0 0 0 0 0
"Neostagonospora_phragmitis" 0 0 0 1 0 1 0 0 0 353 191 0 1 0 0 0 9 22 184 0 7 0 0 7 32 7 0 0 0 0 0 2 0 3 0 0 0 0 0 0 0 0
"Neostagonospora_spinificis" 0 0 5 0 0 7 0 0 0 0 8 0 0 0 0 0 4 18 5 0 0 0 0 0 4 0 0 0 0 0 0 0 14 77 28 0 0 0 0 1 0 0
"Neosulcatispora_agaves" 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Neosulcatispora_strelitziae" 0 0 0 0 0 4 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Nephroma_helveticum" 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 2 4 0 1 0 0 0 11 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 4
"Nephroma_laevigatum" 0 0 0 1 4 0 0 18 0 0 0 0 0 0 0 0 0 3 3 69 0 0 0 0 0 0 0 0 0 0 0 0 5 15 14 0 0 0 0 0 0 0
"Nephroma_tangeriense" 0 0 0 1 9 0 0 7 0 0 0 0 0 0 0 0 0 0 1 30 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 0 0 0 0 0
"Neptunomyces_aureus" 1 2 2 23 293 0 3655 0 1 21 17 0 0 1 3 45 3 10 0 0 0 0 51 46 31 0 0 1 92 0 42 1 0 0 0 0 0 0 0 0 0 1
"Nielozyma_formosana" 0 0 0 20 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 140 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Niesslia_arctiicola" 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Niesslia_constricta" 0 0 0 0 0 25 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Niesslia_exosporioides" 0 0 0 1 6 0 0 0 0 0 0 0 0 0 0 0 0 1 0 18 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Niesslia_indica" 0 0 0 4 0 5 2 0 0 0 0 0 1 2 1 14 0 0 0 0 0 0 0 1 2 0 0 48 0 3 0 0 0 0 0 0 0 0 0 0 0 0
"Nigrograna_antibiotica" 0 0 0 0 0 0 1 9 1 13 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 139 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2
"Nigrograna_obliqua" 0 0 0 0 0 0 0 51 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 24 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 15
"Nigrospora_bambusae" 5 3 0 2 168 73 2 12 18 11 2 4 1 139 0 263 148 58 146 0 3186 2 0 1 0 2 0 0 2 0 0 0 7 0 3985 0 0 0 0 0 2 0
"Nigrospora_macarangae" 2336 3 0 1 0 1 0 1 20 0 9 0 0 0 1 724 0 52 0 4 0 0 0 0 0 0 2 47 12 23 21 134 0 0 0 1 0 0 0 0 2 4
"Nigrospora_pyriformis" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Nodulosphaeria_italica" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 952 0 0 0 0 0 0 0 0 0 0 0 0 0 299 57 317 1 0 0 3 0 0 0
"Nothophaeomoniella_ekebergiae" 0 0 0 0 0 0 0 42 0 0 0 0 0 0 0 0 0 0 72 2002 0 0 0 5 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"Nothophaeotheca_mirabibensis" 0 3 91 0 11 4 4 22 14451 540 47 603 0 0 0 0 0 0 289 311 895 1 13 28 40 31949 16189 4 1 0 0 1 127 49 18 46795 36166 37589 0 0 6316 96
"Nothophoma_macrospora" 1 1 2 3 0 23 3 623 3 2 0 2 37 7 1 2 12 1 8 1 3 6805 2423 35 2314 66 0 0 18 53 426 7 7665 700 12 0 0 0 8 0 1 3
"Nothoseiridium_podocarpi" 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Occultifur_externus" 0 0 0 1 8 0 1 0 1 0 52 1 0 1 5 5 36 10 0 77 0 0 0 0 0 0 0 0 0 0 0 5 0 0 2 0 0 0 0 0 0 0
"Occultifur_tropicalis" 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Oidiodendron_eucalypti" 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Omnidemptus_graminis" 0 2 0 3520 11959 0 0 0 0 0 6 0 0 0 0 3 11500 3256 0 0 0 2 0 16 6 0 0 37 2 0 0 1 0 0 0 0 0 0 0 0 0 1
"Omphalina_pyxidata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ophiobolus_malleolus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ophioceras_aquaticum" 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 11 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"Ophionectria_trichospora" 0 2 0 2 5 0 0 0 10 0 0 0 0 0 0 0 0 5 0 0 0 0 0 10 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ophiosphaerella_aquatica" 0 0 0 0 0 4 12 0 0 0 0 0 0 2 43 0 0 0 0 0 0 121 109 0 23 8 0 0 0 2 32 0 0 0 0 0 0 0 0 0 0 0
"Orbilia_caulicola" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"Orbilia_cercocarpi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Orbilia_clavispora" 0 0 0 0 1 0 0 0 3 0 5 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 2 3 0 0 0 2 0 0 0 0 0 0 0 0 0 4
"Orbilia_cotoneastri" 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Orbilia_cylindrosoma" 0 0 4 0 0 0 0 0 108 0 0 7 1 0 0 0 0 0 0 0 0 0 1 6 3 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Orbilia_elegans" 0 0 0 0 0 0 0 0 1519 0 0 40 0 0 0 0 0 0 0 0 0 0 0 0 0 52 1 1 0 0 0 0 0 0 0 0 9 11 0 0 0 3
"Orbilia_flavida" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"Orbilia_quaestiformis" 0 1 0 4 23 0 0 16 0 0 0 0 0 0 0 0 37 29 0 5 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"Orbilia_rectispora" 1 0 1 0 0 15 4 0 0 0 3 0 153 81 0 3 0 0 0 0 0 1 8 0 0 1 1 2 4 3 0 1 0 0 0 0 0 0 10 1 0 6
"Orbilia_septispora" 0 0 0 0 4 0 0 0 0 0 3 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 5 0 0 0 0
"Orbilia_subvitalbae" 0 0 0 0 0 0 0 63 0 0 0 0 0 0 0 0 3 1 18 2 0 0 0 10 0 0 0 0 0 0 0 0 0 2 12 0 0 2 0 0 0 0
"Orbilia_vitalbae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 3 0 48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Orbilia_xinjiangensis" 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 11 10 0 0 0 0 0 7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Panaeolus_papilionaceus" 0 0 0 4 3 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0
"Papiliotrema_anemochoreia" 0 0 0 0 2 20 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Papiliotrema_frias" 364 70 490 257 1626 377 190 1002 143 11 47 231 91 190 426 114 300 25 101 12 14 466 349 125 107 2 10 12 895 35 16 22 13 21 588 0 0 24 86 201 0 0
"Papiliotrema_fusca" 0 0 0 0 1 0 1 0 1 6 119 2 6 8 0 0 16 0 0 0 3 0 6 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0
"Papiliotrema_horticola" 4 5 40 3 47 3 7 115 104 10 1779 114 4 7 0 26 10 1 1 38 13 0 0 1 0 136 86 4 29 23 6 0 1 94 3 306 34 389 62 23 42 80
"Papiliotrema_mangalensis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 1 0 0 0 0 0 0 0 2 1 2 0 0 3 0 0 0 3
"Papiliotrema_nemorosa" 0 0 0 0 0 0 0 0 2 0 56 0 0 0 0 23 1 9 1 0 0 0 2 0 0 74 0 1 1 0 0 0 0 0 0 0 3 0 1 0 0 0
"Papiliotrema_pseudoalba" 37 2 0 0 0 1 1 0 4 2 167 0 1 0 0 8 2 0 0 3 0 0 0 0 0 0 0 6 0 0 0 1 0 1 15 0 0 1 0 0 2 0
"Papiliotrema_rajasthanensis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 8
"Papiliotrema_terrestris" 0 0 0 0 0 0 3 0 0 0 48 0 8 66 4 0 3 0 0 0 0 0 0 0 0 0 0 0 6 8 0 12 0 1 1 0 0 0 0 0 0 0
"Paracamarosporium_fagi" 1 0 0 0 0 0 0 0 6 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 155 0 0 0 0 0 0 0 0 0 0
"Paracamarosporium_fungicola" 0 0 0 2 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3 0 0 1 1 0 0 0 0 0 0 0 0 0
"Paracamarosporium_hawaiiense" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Paraconiothyrium_archidendri" 0 0 0 2 5 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 0 0 0 0 2 0 1 6 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"Paraconiothyrium_salinum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0
"Paracremonium_contagium" 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Paracylindrocarpon_aloicola" 126 12 126 15 154 126 22 0 0 0 605 0 195 589 129 793 0 0 0 0 0 0 1 14 233 248 1172 290 28 56 5 19 2 0 0 0 0 0 0 0 0 0
"Paradevriesia_americana" 5 17 772 2 21 187 41 10 0 0 0 0 0 8 0 2 12 2 234 9 0 0 30 1732 966 8539 278 0 3 0 0 0 228 78 98 0 0 2 1 10 7 0
"Paradevriesia_pseudoamericana" 55 14 2 459 18 0 20 28 12 5 40 55 0 0 0 21 140 149 0 0 0 0 0 0 1 2 0 10 1 0 0 3 0 0 0 0 0 0 14 526 2 0
"Parafenestella_salicis" 0 0 0 0 0 3 0 0 0 0 0 0 19 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Parafenestella_vindobonensis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0
"Paraloratospora_gahniae" 0 0 0 1240 5343 0 3 0 0 105 13 0 0 0 0 0 0 0 0 30644 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0
"Paramycosphaerella_wachendorfiae" 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Paramyrothecium_humicola" 0 1 0 0 2 4 0 0 0 0 0 0 0 2 4 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Paramyrothecium_terrestris" 0 9 104 0 0 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 45 15 41 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
"Paraphaeosphaeria_hydei" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Paraphaeosphaeria_parmeliae" 6 12 2 295 435 37 268 17 8 601 8251 4 124 1012 146 4 623 820 1 19 7 0 15 79 20 40 24 6 213 129 3 32 6 3 398 0 1 0 4 5 15 0
"Paraphoma_salicis" 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Paraphoma_variabilis" 0 0 0 0 0 0 0 0 0 9 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Parapyrenochaeta_acaciae" 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pararoussoella_juglandicola" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 66 0 0 0 0 1 2512 4 439 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"Parasarocladium_alavariense" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 222 0 0 0 0 0 0 0
"Parasarocladium_fusiforme" 0 0 0 2 0 0 0 0 0 10 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Parasola_misera" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Parasola_ochracea" 0 0 0 0 0 0 0 0 0 0 91 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 205 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Parastagonospora_allouniseptata" 474 5 2 188 2184 0 0 6655 0 0 0 1 0 0 0 0 3 11 14 12808 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Parastagonospora_avenae" 0 0 0 0 0 1 0 3 0 1 1 0 5 1 0 0 1 8 10 0 0 0 0 0 0 0 0 0 0 0 0 1 13 0 19 0 0 0 0 0 1 3
"Parastagonospora_nodorum" 0 57 8 31 1411 254 1 4 1 0 4 4 1556 200 716 515 1364 1536 1 551 0 0 0 1 2 0 0 0 2657 569 153 406 2 6 17 0 0 0 0 13 0 0
"Parastagonospora_novozelandica" 0 0 0 0 0 8 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 3 0 0 0 0 1 63 0 0 0 0 0 0 0 0 0 0 0
