Host_code	Host_community	GPS_localisation	Locality	Country	Ecosystem	Collection_date	Sequencing_plate	Additional_information	Biomass	Grid_code	Vegetation	Litter	Soil	Rocks
21_REU_030200	"Holcus lanatus_10;Cenchrus clandestinus_37,5;Oxalis corniculata_0,5;Laphangium luteoalbum_0,5;Ageratum conyzoides_0,5"	-21.29151972,55.57186154	Ligne D'équerre	France	Tropical medium-altitude grassland	2021-11-03	EDGGB-1_D06		7.62	21_REU_03	37,5	10	37,5	
21_REU_030300	"Digitaria didactyla_0,5;Cenchrus clandestinus_62,5;Persicaria punctata_3;Oxalis corniculata_0,5;Laphangium luteoalbum_0,5;Ageratum conyzoides_0,5"	-21.29151972,55.57186154	Ligne D'équerre	France	Tropical medium-altitude grassland	2021-11-03	EDGGB-1_E06		3.2	21_REU_03	62,5	20	10	
21_REU_030400	"Holcus lanatus_37,5;Cyperus aromaticus_3;Cenchrus clandestinus_20;Veronica arvensis_0,5;Ageratina riparia_0,5"	-21.29151972,55.57186154	Ligne D'équerre	France	Tropical medium-altitude grassland	2021-11-03	EDGGB-1_F06		5.47	21_REU_03	62,5	20	0	
21_REU_030500	"Holcus lanatus_10;Digitaria didactyla_0,5;Paspalum dilatatum_37,5"	-21.29151972,55.57186154	Ligne D'équerre	France	Tropical medium-altitude grassland	2021-11-03	EDGGB-1_G06		3.54	21_REU_03	62,5	20	10	
21_REU_030600	"Holcus lanatus_10;Cyperus aromaticus_3;Cenchrus clandestinus_20;Veronica arvensis_3;Sisyrinchium micranthum_0,5;Oxalis corniculata_0,5;Paspalum dilatatum_20"	-21.29151972,55.57186154	Ligne D'équerre	France	Tropical medium-altitude grassland	2021-11-03	EDGGB-1_H06		6.5	21_REU_03	62,5	20	3	
21_REU_030700	"Holcus lanatus_0,5;Digitaria didactyla_3;Cyperus aromaticus_0,5;Cenchrus clandestinus_20;Veronica arvensis_3;Oxalis corniculata_3;Axonopus compressus_20;Cyperus haspan_0,5"	-21.29151972,55.57186154	Ligne D'équerre	France	Tropical medium-altitude grassland	2021-11-03	EDGGB-1_A05		4.64	21_REU_03	62,5	37,5	0,5	
21_REU_030800	"Holcus lanatus_37,5;Digitaria didactyla_3;Cenchrus clandestinus_10;Oxalis corniculata_0,5"	-21.29151972,55.57186154	Ligne D'équerre	France	Tropical medium-altitude grassland	2021-11-03	EDGGB-1_B05		9.42	21_REU_03	62,5	37,5	0,5	
21_REU_030900	"Holcus lanatus_10;Digitaria didactyla_0,5;Hypochaeris radicata_10;Cenchrus clandestinus_20;Veronica arvensis_10;Sisyrinchium micranthum_0,5;Laphangium luteoalbum_3;Ageratum conyzoides_0,5;Crassocephalum crepidioides_3"	-21.29151972,55.57186154	Ligne D'équerre	France	Tropical medium-altitude grassland	2021-11-03	EDGGB-1_C05		6.02	21_REU_03	87,5	20	3	
21_REU_040100	"Holcus lanatus_87,5;Cenchrus clandestinus_10"	-21.28802983,55.60054060	ENS Hauts de Montvert	France	Tropical medium-altitude grassland	2021-11-03	EDGGB-1_D05		26.29	21_REU_04	87,5	20	0	
21_REU_040200	"Cenchrus clandestinus_20;Juncus effusus_0,5;Dactylis glomerata_10"	-21.28802983,55.60054060	ENS Hauts de Montvert	France	Tropical medium-altitude grassland	2021-11-03	EDGGB-1_E05		7.66	21_REU_04	20	62,5	3	
21_REU_040300	"Cenchrus clandestinus_3;Juncus effusus_62,5"	-21.28802983,55.60054060	ENS Hauts de Montvert	France	Tropical medium-altitude grassland	2021-11-03	EDGGB-1_F05		17.38	21_REU_04	87,5	20	0	
21_REU_040400	"Cenchrus clandestinus_37,5;Anthoxanthum odoratum_62,5"	-21.28802983,55.60054060	ENS Hauts de Montvert	France	Tropical medium-altitude grassland	2021-11-03	EDGGB-1_G05		36.46	21_REU_04	87,5	20	0,5	
21_REU_040500	"Cenchrus clandestinus_10;Anthoxanthum odoratum_20"	-21.28802983,55.60054060	ENS Hauts de Montvert	France	Tropical medium-altitude grassland	2021-11-03	EDGGB-1_H05		6.3	21_REU_04	20	62,5	3	
21_REU_040600	Anthoxanthum odoratum_37,5	-21.28802983,55.60054060	ENS Hauts de Montvert	France	Tropical medium-altitude grassland	2021-11-03	EDGGB-1_A04		4.42	21_REU_04	37,5	62,5	0,5	
21_REU_040700	"Holcus lanatus_3;Cenchrus clandestinus_20;Juncus effusus_3;Anthoxanthum odoratum_10"	-21.28802983,55.60054060	ENS Hauts de Montvert	France	Tropical medium-altitude grassland	2021-11-03	EDGGB-1_B04		8.67	21_REU_04	20	62,5	0	
21_REU_040800	"Cenchrus clandestinus_3;Juncus effusus_3;Dactylis glomerata_87,5"	-21.28802983,55.60054060	ENS Hauts de Montvert	France	Tropical medium-altitude grassland	2021-11-03	EDGGB-1_C04		60.21	21_REU_04	87,5	20	0,5	
21_REU_040900	"Cenchrus clandestinus_10;Juncus effusus_3;Anthoxanthum odoratum_20"	-21.28802983,55.60054060	ENS Hauts de Montvert	France	Tropical medium-altitude grassland	2021-11-03	EDGGB-1_D04		18.71	21_REU_04	37,5	62,5	0	
21_REU_050100	"Erica galioides_62,5;Holcus lanatus_10;Anthoxanthum odoratum_10;Hypochaeris radicata_3"	-21.19000867,55.63815440	Piton caille	France	Tropical high-altitude grassland	2021-11-15	EDGGB-1_E04		15.74	21_REU_05	87,5	10	3	
21_REU_050200	"Erica galioides_10;Holcus lanatus_3;Anthoxanthum odoratum_3;Hypochaeris radicata_10;Tetraria sp._20;Carex pilulifera_10"	-21.19000867,55.63815440	Piton caille	France	Tropical high-altitude grassland	2021-11-15	EDGGB-1_G04		3.99	21_REU_05	37,5	3	37,5	
21_REU_050300	"Erica galioides_10;Holcus lanatus_10;Hypochaeris radicata_3;Luzula campestris_3;Danthonia decumbens_10;Tetraria sp._10"	-21.19000867,55.63815440	Piton caille	France	Tropical high-altitude grassland	2021-11-15	EDGGB-1_H04		5.82	21_REU_05	87,5	10	10	
21_REU_050400	"Erica galioides_3;Anthoxanthum odoratum_10;Hypochaeris radicata_3;Luzula campestris_3;Carex pilulifera_3"	-21.19000867,55.63815440	Piton caille	France	Tropical high-altitude grassland	2021-11-15	EDGGB-1_A03		2.56	21_REU_05	20	62,5	0,5	
21_REU_050500	"Erica galioides_20;Holcus lanatus_3;Anthoxanthum odoratum_3;Hypochaeris radicata_0,5;Carex pilulifera_10"	-21.19000867,55.63815440	Piton caille	France	Tropical high-altitude grassland	2021-11-15	EDGGB-1_B03		4.42	21_REU_05	37,5	3	37,5	
21_REU_050600	"Erica galioides_37,5;Anthoxanthum odoratum_3;Hypochaeris radicata_3;Danthonia decumbens_10;Tetraria sp._3"	-21.19000867,55.63815440	Piton caille	France	Tropical high-altitude grassland	2021-11-15	EDGGB-1_C03		7.14	21_REU_05	62,5	20	10	
21_REU_050700	"Erica galioides_0,5;Holcus lanatus_3;Anthoxanthum odoratum_3;Hypochaeris radicata_20;Luzula campestris_3;Danthonia decumbens_37,5"	-21.19000867,55.63815440	Piton caille	France	Tropical high-altitude grassland	2021-11-15	EDGGB-1_D03		2.52	21_REU_05	62,5	20	0,5	
21_REU_050800	"Erica galioides_62,5;Holcus lanatus_0,5;Anthoxanthum odoratum_10;Hypochaeris radicata_0,5;Tetraria sp._10;Helichrysum arnicoides_0,5"	-21.19000867,55.63815440	Piton caille	France	Tropical high-altitude grassland	2021-11-15	EDGGB-1_E03		19.23	21_REU_05	87,5	20	10	
21_REU_050900	"Erica galioides_62,5;Holcus lanatus_0,5;Anthoxanthum odoratum_3;Hypochaeris radicata_10;Danthonia decumbens_3;Carex pilulifera_20"	-21.19000867,55.63815440	Piton caille	France	Tropical high-altitude grassland	2021-11-15	EDGGB-1_F03		23.26	21_REU_05	87,5	10	0,5	
21_REU_060100	"Hypochaeris radicata_20;Anthoxanthum odoratum_20;Carex pilulifera_37,5;Luzula campestris_3"	-21.20341335,55.62131821	Nez de Bœuf	France	Tropical high-altitude grassland	2021-11-15	EDGGB-1_G03		8.4	21_REU_06	87,5	0,5	0,5	
21_REU_060200	"Hypochaeris radicata_10;Anthoxanthum odoratum_37,5;Luzula campestris_10;Erica galioides_20"	-21.20341335,55.62131821	Nez de Bœuf	France	Tropical high-altitude grassland	2021-11-15	EDGGB-1_H03		14.87	21_REU_06	87,5	20	3	
21_REU_060300	"Hypochaeris radicata_0,5;Anthoxanthum odoratum_87,5;Carex pilulifera_0,5;Danthonia decumbens_3"	-21.20341335,55.62131821	Nez de Bœuf	France	Tropical high-altitude grassland	2021-11-15	EDGGB-1_B02		7.31	21_REU_06	87,5	0,5	0,5	
21_REU_060400	"Anthoxanthum odoratum_20;Carex pilulifera_3;Luzula campestris_10;Erica galioides_87,5"	-21.20341335,55.62131821	Nez de Bœuf	France	Tropical high-altitude grassland	2021-11-15	EDGGB-1_C02		31.82	21_REU_06	87,5	10	0	
21_REU_060500	"Anthoxanthum odoratum_37,5;Danthonia decumbens_0,5;Erica galioides_10"	-21.20341335,55.62131821	Nez de Bœuf	France	Tropical high-altitude grassland	2021-11-15	EDGGB-1_D02		8.24	21_REU_06	37,5	62,5	0,5	
21_REU_060600	"Anthoxanthum odoratum_62,5;Luzula campestris_10;Danthonia decumbens_3"	-21.20341335,55.62131821	Nez de Bœuf	France	Tropical high-altitude grassland	2021-11-15	EDGGB-1_E02		8.45	21_REU_06	87,5	20	0	
21_REU_060700	"Hypochaeris radicata_10;Anthoxanthum odoratum_62,5;Luzula campestris_10"	-21.20341335,55.62131821	Nez de Bœuf	France	Tropical high-altitude grassland	2021-11-15	EDGGB-1_F02		11.18	21_REU_06	87,5	0,5	0,5	
21_REU_060800	"Anthoxanthum odoratum_37,5;Carex pilulifera_3;Luzula campestris_3;Danthonia decumbens_20"	-21.20341335,55.62131821	Nez de Bœuf	France	Tropical high-altitude grassland	2021-11-15	EDGGB-1_G02		7.78	21_REU_06	87,5	20	0,5	
21_REU_060900	"Anthoxanthum odoratum_37,5;Carex pilulifera_62,5;Danthonia decumbens_3;Poa pratensis_3"	-21.20341335,55.62131821	Nez de Bœuf	France	Tropical high-altitude grassland	2021-11-15	EDGGB-1_H02		22.35	21_REU_06	87,5	0,5	0,5	
22_CAM_010100	"Carex divisa_10;Plantago lagopus_20;Erodium cicutarium_10;Medicago monspeliaca_3;Trifolium campestre_0,5;Arenaria leptoclados_0,5;Geranium molle_0,5;Sherardia arvensis_3;Medicago arabica_0,5;Crepis capillaris_3;Cerastium semidecandrum_0,5;Filago sp._0,5;Sabulina mediterranea_0,5;Poa bulbosa_3;Polycarpon tetraphyllum_0,5;Stellaria pallida_0,5;Rumex pulcher_3;Catapodium rigidum_0,5;Cynodon dactylon_0,5"	43.463622,4.661782	Arles	France	Mediterranean grassland annuals	2022-04-14	EDGGB-1_A01		8.97	22_CAM_01	75	25	0	
22_CAM_010200	"Carex divisa_20;Plantago lagopus_20;Erodium cicutarium_10;Trifolium campestre_0,5;Arenaria leptoclados_0,5;Geranium molle_0,5;Cerastium semidecandrum_0,5;Sabulina mediterranea_0,5;Poa bulbosa_3;Stellaria pallida_0,5;Cynodon dactylon_0,5;Draba verna_0,5;Medicago minima_0,5;Medicago truncatula_3;Lobularia maritima_0,5;Medicago polymorpha_0,5;Sonchus bulbosus_0,5;Trifolium tomentosum_3;Leontodon saxatilis_0,5"	43.463622,4.661782	Arles	France	Mediterranean grassland annuals	2022-04-14	EDGGB-1_B01		10.17	22_CAM_01	80	15	5	
22_CAM_010300	"Carex divisa_3;Plantago lagopus_37,5;Erodium cicutarium_37,5;Cerastium semidecandrum_0,5;Filago sp._0,5;Sabulina mediterranea_0,5;Poa bulbosa_0,5;Catapodium rigidum_0,5;Cynodon dactylon_0,5;Draba verna_0,5;Medicago minima_0,5;Medicago polymorpha_0,5;Sonchus bulbosus_0,5;Hypochaeris glabra_3;Lysimachia arvensis_0,5;Plantago bellardii_0,5;Bupleurum semicompositum_0,5;Vulpia sp._0,5;Lagurus ovatus_0,5"	43.463622,4.661782	Arles	France	Mediterranean grassland annuals	2022-04-14	EDGGB-1_C01		9.1	22_CAM_01	85	10	5	
22_CAM_010400	"Carex divisa_20;Plantago lagopus_10;Erodium cicutarium_20;Arenaria leptoclados_0,5;Crepis capillaris_0,5;Cerastium semidecandrum_0,5;Poa bulbosa_3;Cynodon dactylon_0,5;Draba verna_0,5;Medicago polymorpha_0,5;Sonchus bulbosus_3;Bupleurum semicompositum_0,5;Senecio vulgaris subsp. vulgaris_0,5;Ajuga iva_0,5;Trifolium scabrum_3;Romulea ramiflora_0,5;Herniaria cinerea_0,5;Lagurus ovatus_0,5"	43.463622,4.661782	Arles	France	Mediterranean grassland annuals	2022-04-14	EDGGB-1_D01		7.34	22_CAM_01	75	25	0	
22_CAM_010500	"Carex divisa_3;Plantago lagopus_3;Erodium cicutarium_10;Medicago monspeliaca_0,5;Trifolium campestre_0,5;Arenaria leptoclados_0,5;Sherardia arvensis_0,5;Crepis capillaris_10;Cerastium semidecandrum_0,5;Filago sp._0,5;Poa bulbosa_3;Cynodon dactylon_3;Draba verna_0,5;Medicago minima_0,5;Lobularia maritima_0,5;Medicago polymorpha_0,5;Trifolium tomentosum_0,5;Hypochaeris glabra_0,5;Bupleurum semicompositum_0,5;Trifolium scabrum_0,5;Hordeum murinum subsp. leporinum_3;Crepis vesicaria subsp. taraxacifolia_3;Carduus tenuiflorus_0,5;Centaurea melitensis_3;Elytrigia sp._3"	43.463622,4.661782	Arles	France	Mediterranean grassland annuals	2022-04-14	EDGGB-1_E01		9.09	22_CAM_01	80	15	5	
22_CAM_010600	"Carex divisa_10;Plantago lagopus_20;Erodium cicutarium_20;Arenaria leptoclados_0,5;Crepis capillaris_0,5;Poa bulbosa_3;Cynodon dactylon_0,5;Draba verna_0,5;Medicago minima_0,5;Medicago polymorpha_0,5;Trifolium tomentosum_0,5;Hypochaeris glabra_0,5;Bupleurum semicompositum_0,5;Trifolium scabrum_0,5;Crepis vesicaria subsp. taraxacifolia_3;Elytrigia sp._0,5;Sagina apetala_0,5"	43.463622,4.661782	Arles	France	Mediterranean grassland annuals	2022-04-14	EDGGB-1_F01		5.25	22_CAM_01	60	30	10	
22_CAM_010700	"Carex divisa_0,5;Plantago lagopus_3;Erodium cicutarium_20;Trifolium campestre_0,5;Arenaria leptoclados_0,5;Crepis capillaris_0,5;Cerastium semidecandrum_0,5;Poa bulbosa_3;Catapodium rigidum_0,5;Cynodon dactylon_0,5;Draba verna_0,5;Medicago minima_0,5;Medicago polymorpha_0,5;Sonchus bulbosus_3;Hypochaeris glabra_3;Lysimachia arvensis_0,5;Bupleurum semicompositum_0,5;Trifolium scabrum_0,5;Lagurus ovatus_0,5;Hordeum murinum subsp. leporinum_3;Crepis vesicaria subsp. taraxacifolia_3;Centaurea melitensis_0,5;Dactylis glomerata subsp. hispanica_3;Neatostema apulum_3;Vulpia ciliata subsp. ciliata_0,5;Plantago coronopus_0,5;Galium murale_0,5"	43.463622,4.661782	Arles	France	Mediterranean grassland annuals	2022-04-14	EDGGB-1_G01		9.8	22_CAM_01	65	20	15	
22_CAM_010800	"Carex divisa_10;Plantago lagopus_20;Erodium cicutarium_20;Arenaria leptoclados_0,5;Geranium molle_0,5;Sherardia arvensis_0,5;Cerastium semidecandrum_0,5;Filago sp._0,5;Polycarpon tetraphyllum_0,5;Stellaria pallida_0,5;Catapodium rigidum_0,5;Cynodon dactylon_0,5;Medicago polymorpha_0,5;Sonchus bulbosus_0,5;Hypochaeris glabra_3;Lysimachia arvensis_0,5;Bupleurum semicompositum_0,5;Vulpia sp._0,5;Trifolium scabrum_0,5;Sagina apetala_0,5;Bromus sp._0,5"	43.463622,4.661782	Arles	France	Mediterranean grassland annuals	2022-04-14	EDGGB-1_H01		11.17	22_CAM_01	80	10	10	
22_CAM_010900	"Carex divisa_10;Plantago lagopus_3;Erodium cicutarium_20;Arenaria leptoclados_0,5;Sherardia arvensis_0,5;Crepis capillaris_3;Cerastium semidecandrum_0,5;Sabulina mediterranea_0,5;Poa bulbosa_0,5;Catapodium rigidum_0,5;Cynodon dactylon_3;Draba verna_0,5;Medicago minima_0,5;Hypochaeris glabra_0,5;Lysimachia arvensis_0,5;Bupleurum semicompositum_0,5;Vulpia sp._0,5;Trifolium scabrum_0,5;Centaurea melitensis_3;Dactylis glomerata subsp. hispanica_3;Allium polyanthum_0,5"	43.463622,4.661782	Arles	France	Mediterranean grassland annuals	2022-04-14	EDGGB-2_B12		8.68	22_CAM_01	80	15	5	
22_CAM_020100	"Plantago lagopus_20;Carex divisa_20;Erodium cicutarium_20;Hedypnois rhagadioloides_3;Sabulina mediterranea_0,5;Polycarpon tetraphyllum_0,5;Medicago polymorpha_0,5;Cynodon dactylon_0,5;Cerastium semidecandrum_0,5;Arenaria leptoclados_0,5;Ajuga iva_0,5;Trifolium scabrum_0,5;Poa bulbosa_0,5;Vulpia sp._0,5"	43.463715,4.66216	Arles	France	Mediterranean grassland annuals	2022-04-14	EDGGB-2_C12		7.51	22_CAM_02	85	15	0	
22_CAM_020200	"Plantago lagopus_3;Carex divisa_37,5;Erodium cicutarium_3;Sabulina mediterranea_0,5;Cerastium semidecandrum_0,5;Arenaria leptoclados_0,5;Trifolium scabrum_0,5;Poa bulbosa_0,5;Lobularia maritima_10;Hypochaeris glabra_10;Medicago littoralis_3;Crepis capillaris_0,5;Draba verna_0,5;Trifolium suffocatum_0,5;Bupleurum semicompositum_0,5"	43.463715,4.66216	Arles	France	Mediterranean grassland annuals	2022-04-14	EDGGB-2_D12		5.84	22_CAM_02	70	20	10	
22_CAM_020300	"Plantago lagopus_20;Carex divisa_37,5;Erodium cicutarium_10;Polycarpon tetraphyllum_0,5;Medicago polymorpha_0,5;Cynodon dactylon_0,5;Cerastium semidecandrum_3;Arenaria leptoclados_3;Trifolium scabrum_0,5;Poa bulbosa_3;Hypochaeris glabra_3;Crepis capillaris_3;Trifolium campestre_3;Plantago coronopus_0,5;Sonchus bulbosus_0,5"	43.463715,4.66216	Arles	France	Mediterranean grassland annuals	2022-04-14	EDGGB-2_E12		5.64	22_CAM_02	85	15	0	
22_CAM_020400	"Plantago lagopus_20;Carex divisa_10;Erodium cicutarium_37,5;Sabulina mediterranea_0,5;Polycarpon tetraphyllum_0,5;Medicago polymorpha_0,5;Cynodon dactylon_0,5;Cerastium semidecandrum_0,5;Arenaria leptoclados_0,5;Trifolium scabrum_0,5;Poa bulbosa_0,5;Draba verna_0,5;Trifolium campestre_0,5;Medicago monspeliaca_0,5;Trifolium tomentosum_0,5"	43.463715,4.66216	Arles	France	Mediterranean grassland annuals	2022-04-14	EDGGB-2_F12		9.56	22_CAM_02	90	9	1	
22_CAM_020500	"Plantago lagopus_3;Carex divisa_3;Erodium cicutarium_10;Hedypnois rhagadioloides_3;Polycarpon tetraphyllum_0,5;Medicago polymorpha_0,5;Cynodon dactylon_0,5;Arenaria leptoclados_3;Trifolium scabrum_0,5;Poa bulbosa_10;Vulpia sp._0,5;Lobularia maritima_10;Crepis capillaris_0,5;Sonchus bulbosus_3;Lagurus ovatus_3;Hordeum murinum subsp. leporinum_3;Stellaria pallida_0,5;Bromus sp._0,5"	43.463715,4.66216	Arles	France	Mediterranean grassland annuals	2022-04-14	EDGGB-2_G12		5.51	22_CAM_02	85	10	5	
22_CAM_020600	"Plantago lagopus_10;Carex divisa_3;Erodium cicutarium_62,5;Sabulina mediterranea_0,5;Arenaria leptoclados_0,5;Trifolium scabrum_0,5;Poa bulbosa_3;Medicago littoralis_0,5;Trifolium campestre_0,5;Medicago minima_0,5"	43.463715,4.66216	Arles	France	Mediterranean grassland annuals	2022-04-14	EDGGB-2_H12		13.35	22_CAM_02	90	10	0	
22_CAM_020700	"Carex divisa_20;Erodium cicutarium_3;Medicago polymorpha_3;Cynodon dactylon_0,5;Cerastium semidecandrum_3;Arenaria leptoclados_3;Trifolium scabrum_3;Poa bulbosa_10;Hypochaeris glabra_0,5;Trifolium campestre_0,5;Trifolium tomentosum_0,5;Stellaria pallida_0,5;Sherardia arvensis_0,5;Romulea ramiflora_3;Bromus hordeaceus_0,5;Galium murale_0,5"	43.463715,4.66216	Arles	France	Mediterranean grassland annuals	2022-04-14	EDGGB-2_A11		6.79	22_CAM_02	70	30	0	
22_CAM_020800	"Carex divisa_10;Hedypnois rhagadioloides_20;Sabulina mediterranea_0,5;Polycarpon tetraphyllum_0,5;Medicago polymorpha_3;Cynodon dactylon_0,5;Cerastium semidecandrum_0,5;Arenaria leptoclados_3;Trifolium scabrum_0,5;Poa bulbosa_3;Vulpia sp._0,5;Lobularia maritima_3;Trifolium campestre_0,5;Sonchus bulbosus_10;Medicago monspeliaca_3;Stellaria pallida_0,5;Bromus sp._0,5;Sherardia arvensis_0,5;Geranium molle_3;Crepis vesicaria subsp. taraxacifolia_3;Filago sp._0,5;Catapodium rigidum_0,5"	43.463715,4.66216	Arles	France	Mediterranean grassland annuals	2022-04-14	EDGGB-2_B11		11.42	22_CAM_02	90	5	5	
22_CAM_020900	"Plantago lagopus_3;Carex divisa_10;Erodium cicutarium_20;Sabulina mediterranea_0,5;Medicago polymorpha_0,5;Cynodon dactylon_0,5;Cerastium semidecandrum_0,5;Arenaria leptoclados_0,5;Trifolium scabrum_0,5;Poa bulbosa_10;Lobularia maritima_3;Hypochaeris glabra_3;Medicago littoralis_3;Crepis capillaris_0,5;Trifolium campestre_0,5;Sonchus bulbosus_0,5;Bromus rubens_3"	43.463715,4.66216	Arles	France	Mediterranean grassland annuals	2022-04-14	EDGGB-2_C11		5.53	22_CAM_02	60	30	10	
22_CAM_030100	"Plantago lagopus_20;Bellis annua_3;Filago pygmaea_3;Brachypodium distachyon_0,5;Catapodium rigidum_0,5;Lysimachia arvensis_3;Crepis vesicaria subsp. taraxacifolia_10;Bromus madritensis_0,5;Medicago truncatula_10;Carex divisa_3;Cynodon dactylon_3;Sonchus oleraceus_3;Taraxacum sp._3;Poa bulbosa_0,5;Hedypnois rhagadioloides_3;Scorpiurus muricatus_0,5;Linum sp._0,5;Erodium cicutarium_3;Trifolium stellatum_3"	43.482928,4.678219	Arles	France	Mediterranean grassland annuals	2022-04-25	EDGGB-2_D11		12.08	22_CAM_03	85	5	10	
22_CAM_030200	"Plantago lagopus_10;Bellis annua_10;Filago pygmaea_0,5;Brachypodium distachyon_20;Lysimachia arvensis_0,5;Sonchus oleraceus_3;Hedypnois rhagadioloides_3;Euphorbia exigua_0,5;Polygala monspeliaca_0,5;Sideritis romana_10;Lysimachia linum-stellatum_0,5;Brachypodium phoenicoides_20;Galium murale_0,5;Trifolium lappaceum_0,5;Dactylis glomerata_0,5;Vulpia unilateralis_0,5;Linum strictum_0,5;Bromus rubens_0,5;Torilis nodosa subsp. nodosa_0,5;Parapholis sp._0,5;Muscari neglectum_0,5;Crepis sp._0,5;Rostraria cristata_0,5"	43.482928,4.678219	Arles	France	Mediterranean grassland annuals	2022-04-25	EDGGB-2_E11		4.8	22_CAM_03	60	10	30	
22_CAM_030300	"Plantago lagopus_20;Bellis annua_20;Brachypodium distachyon_37,5;Lysimachia arvensis_0,5;Scorpiurus muricatus_3;Polygala monspeliaca_0,5;Lysimachia linum-stellatum_3;Trifolium lappaceum_3;Filago sp._0,5;Trifolium campestre_3;Crepis sancta_0,5;Vulpia sp._0,5;Linum strictum_10;Muscari neglectum_0,5;Crepis sp._0,5;Rostraria cristata_0,5"	43.482928,4.678219	Arles	France	Mediterranean grassland annuals	2022-04-25	EDGGB-2_F11		4.72	22_CAM_03	70	10	20	
22_CAM_030400	"Plantago lagopus_3;Bellis annua_3;Filago pygmaea_0,5;Brachypodium distachyon_37,5;Lysimachia arvensis_0,5;Sonchus oleraceus_0,5;Scorpiurus muricatus_0,5;Linum sp._3;Trifolium stellatum_0,5;Euphorbia exigua_0,5;Polygala monspeliaca_3;Avena barbata_0,5;Centaurium sp._0,5"	43.482928,4.678219	Arles	France	Mediterranean grassland annuals	2022-04-25	EDGGB-2_G11		5.04	22_CAM_03	65	10	25	
22_CAM_030500	"Brachypodium distachyon_3;Lysimachia arvensis_0,5;Scorpiurus muricatus_3;Linum sp._10;Euphorbia exigua_0,5;Sideritis romana_3;Lysimachia linum-stellatum_3;Brachypodium phoenicoides_3;Galium murale_0,5;Trifolium lappaceum_0,5;Sherardia arvensis_0,5;Leontodon sp._3;Filago sp._0,5;Carduus tenuiflorus_3;Asparagus acutifolius_0,5;Elytrigia sp._0,5"	43.482928,4.678219	Arles	France	Mediterranean grassland annuals	2022-04-25	EDGGB-2_H11		7.75	22_CAM_03	40	10	50	
22_CAM_030600	"Filago pygmaea_0,5;Brachypodium distachyon_0,5;Lysimachia arvensis_0,5;Bromus madritensis_3;Hedypnois rhagadioloides_20;Scorpiurus muricatus_3;Linum sp._0,5;Erodium cicutarium_0,5;Sideritis romana_0,5;Lysimachia linum-stellatum_0,5;Trifolium lappaceum_0,5;Sherardia arvensis_3;Carduus tenuiflorus_3;Elytrigia sp._20;Melilotus indicus_3;Hippocrepis biflora_3;Medicago polymorpha_3;Dactylis glomerata_20;Lolium rigidum_0,5;Vulpia unilateralis_0,5"	43.482928,4.678219	Arles	France	Mediterranean grassland annuals	2022-04-25	EDGGB-2_A10		11.28	22_CAM_03	90	0	10	
22_CAM_030700	"Plantago lagopus_10;Bellis annua_3;Filago pygmaea_3;Brachypodium distachyon_62,5;Lysimachia arvensis_0,5;Crepis vesicaria subsp. taraxacifolia_0,5;Bromus madritensis_0,5;Carex divisa_0,5;Scorpiurus muricatus_10;Erodium cicutarium_0,5;Trifolium stellatum_0,5;Euphorbia exigua_0,5;Centaurium sp._0,5;Lysimachia linum-stellatum_0,5;Medicago polymorpha_3;Parapholis filiformis_0,5;Halimione portulacoides_0,5;Trifolium campestre_0,5;Crepis sancta_0,5;Hypochaeris sp._0,5"	43.482928,4.678219	Arles	France	Mediterranean grassland annuals	2022-04-25	EDGGB-2_C10		5.48	22_CAM_03	80	10	10	
22_CAM_030800	"Plantago lagopus_3;Bellis annua_0,5;Filago pygmaea_0,5;Brachypodium distachyon_10;Catapodium rigidum_0,5;Lysimachia arvensis_0,5;Cynodon dactylon_0,5;Scorpiurus muricatus_3;Linum sp._0,5;Erodium cicutarium_0,5;Trifolium stellatum_10;Euphorbia exigua_3;Avena barbata_0,5;Elytrigia sp._62,5;Dactylis glomerata_3;Parapholis filiformis_0,5;Pallenis spinosa_0,5;Geranium molle_0,5"	43.482928,4.678219	Arles	France	Mediterranean grassland annuals	2022-04-25	EDGGB-2_D10		8.91	22_CAM_03	75	10	15	
22_CAM_030900	"Bellis annua_3;Brachypodium distachyon_20;Crepis vesicaria subsp. taraxacifolia_3;Cynodon dactylon_3;Sonchus oleraceus_0,5;Scorpiurus muricatus_3;Linum sp._10;Erodium cicutarium_0,5;Trifolium stellatum_0,5;Euphorbia exigua_0,5;Polygala monspeliaca_3;Centaurium sp._0,5;Lysimachia linum-stellatum_0,5;Galium murale_0,5;Trifolium lappaceum_0,5;Leontodon sp._0,5;Medicago polymorpha_0,5;Trifolium campestre_0,5;Crepis sancta_3;Vulpia sp._0,5"	43.482928,4.678219	Arles	France	Mediterranean grassland annuals	2022-04-25	EDGGB-2_E10		9.15	22_CAM_03	90	5	5	
